ORDNUM,ORDSTATUS,TOTAL,CUSNUM,ORDTIME,ORDTYPE,RESNUM
5031,완료,29000,375,2019-05-22 13:58:10,테이크아웃,
5032,완료,26000,,2019-05-26 13:27:05,테이크아웃,
5033,완료,11000,343,2019-05-22 09:55:36,매장,
5034,완료,14000,20,2019-05-21 18:02:46,테이크아웃,
5035,완료,6000,54,2019-05-20 11:07:10,매장,
5036,완료,8000,46,2019-05-23 13:06:29,테이크아웃,
5037,완료,2500,395,2019-05-26 15:44:24,테이크아웃,
5038,완료,10000,,2019-05-22 12:09:24,매장,
5039,완료,5500,93,2019-05-25 13:15:00,테이크아웃,
5040,완료,3000,80,2019-05-26 14:03:49,테이크아웃,
5041,완료,10500,390,2019-05-26 12:50:10,테이크아웃,
5042,완료,2000,69,2019-05-25 22:24:16,매장,
5043,완료,8000,,2019-05-25 13:24:37,테이크아웃,
5044,완료,4000,,2019-05-21 13:14:40,매장,
5045,완료,8000,114,2019-05-23 21:19:30,테이크아웃,
5046,완료,1500,43,2019-05-22 11:51:11,테이크아웃,
5047,완료,11000,,2019-05-23 13:21:35,테이크아웃,
5048,완료,10000,,2019-05-21 15:02:18,테이크아웃,
5049,완료,6000,,2019-05-26 11:54:22,테이크아웃,
5050,취소,1500,,2019-05-23 09:12:53,테이크아웃,
5051,완료,3000,77,2019-05-26 07:54:45,테이크아웃,
5052,완료,2500,110,2019-05-26 15:44:02,테이크아웃,
5053,완료,11000,373,2019-05-22 07:40:26,테이크아웃,
5054,완료,7000,53,2019-05-21 15:22:13,테이크아웃,
5055,완료,4000,138,2019-05-26 13:40:58,테이크아웃,
5056,완료,14000,,2019-05-25 14:07:58,매장,
5057,완료,10000,,2019-05-22 21:42:16,테이크아웃,
5058,완료,8000,,2019-05-23 14:45:43,매장,
5059,완료,10000,396,2019-05-26 06:45:56,매장,
5060,완료,13500,20,2019-05-22 23:25:44,매장,
5061,완료,4500,34,2019-05-21 12:19:17,매장,
5062,완료,10000,20,2019-05-23 22:19:27,매장,
5063,완료,16500,,2019-05-21 15:52:26,테이크아웃,
5064,완료,16500,354,2019-05-26 21:19:01,매장,
5065,완료,2000,331,2019-05-25 11:49:16,테이크아웃,
5066,완료,22000,94,2019-05-26 13:46:32,테이크아웃,
5067,완료,5000,36,2019-05-26 11:40:37,테이크아웃,
5068,완료,4000,10,2019-05-22 13:48:55,매장,
5069,완료,10500,,2019-05-21 13:05:53,테이크아웃,
5070,완료,5000,163,2019-05-25 20:03:34,테이크아웃,
5071,완료,5500,229,2019-05-22 15:33:57,테이크아웃,
5072,완료,19500,156,2019-05-23 18:56:38,매장,
5073,취소,3000,,2019-05-26 10:06:16,테이크아웃,
5074,완료,4000,124,2019-05-23 11:09:43,테이크아웃,
5075,완료,8000,,2019-05-26 06:24:06,매장,
5076,완료,2500,293,2019-05-25 22:11:47,테이크아웃,
5077,완료,15000,,2019-05-23 21:13:44,테이크아웃,
5078,완료,11000,17,2019-05-25 08:14:31,테이크아웃,
5079,완료,11000,218,2019-05-25 06:53:10,테이크아웃,
5080,완료,9000,,2019-05-26 12:42:24,테이크아웃,
5081,완료,5500,,2019-05-26 10:58:11,테이크아웃,
5082,완료,3500,11,2019-05-26 15:02:54,테이크아웃,
5083,완료,5000,215,2019-05-21 23:58:20,테이크아웃,
5084,완료,11000,,2019-05-20 11:08:35,테이크아웃,
5085,완료,12000,,2019-05-20 08:54:16,테이크아웃,
5086,완료,12000,328,2019-05-26 22:04:02,매장,
5087,완료,25500,,2019-05-22 23:19:20,테이크아웃,
5088,완료,22500,171,2019-05-26 12:23:14,테이크아웃,
5089,완료,10000,,2019-05-23 12:51:01,매장,
5090,완료,5500,,2019-05-22 16:41:06,테이크아웃,
5091,취소,10000,,2019-05-23 06:06:14,테이크아웃,
5092,완료,5000,321,2019-05-23 21:20:59,테이크아웃,
5093,완료,12000,336,2019-05-26 15:38:08,테이크아웃,
5094,완료,7000,109,2019-05-21 11:29:49,테이크아웃,
5095,완료,22500,1,2019-05-26 23:36:34,테이크아웃,
5096,완료,1500,68,2019-05-26 12:36:40,테이크아웃,
5097,완료,6000,68,2019-05-26 08:16:43,매장,
5098,완료,7500,291,2019-05-21 13:15:35,테이크아웃,
5099,완료,12000,293,2019-05-26 10:06:29,테이크아웃,
5100,완료,17000,397,2019-05-26 14:46:25,테이크아웃,
5101,완료,6000,,2019-05-23 17:04:50,테이크아웃,
5102,완료,2500,,2019-05-26 13:30:33,테이크아웃,
5103,완료,11000,280,2019-05-21 10:20:56,매장,
5104,완료,3000,131,2019-05-21 16:01:18,매장,
5105,완료,28000,,2019-05-23 16:29:53,매장,
5106,완료,5000,181,2019-05-21 08:23:42,테이크아웃,
5107,취소,21000,,2019-05-20 07:39:50,테이크아웃,
5108,완료,5500,152,2019-05-22 14:15:02,매장,
5109,완료,2000,352,2019-05-21 20:16:20,테이크아웃,
5110,완료,4000,395,2019-05-26 09:31:58,테이크아웃,
5111,완료,2500,,2019-05-26 16:51:54,테이크아웃,
5112,완료,5500,180,2019-05-22 15:36:53,테이크아웃,
5113,완료,15000,,2019-05-26 21:54:42,테이크아웃,
5114,완료,3000,,2019-05-26 16:19:04,테이크아웃,
5115,완료,3000,,2019-05-22 23:13:51,테이크아웃,
5116,완료,6000,177,2019-05-23 15:59:09,매장,
5117,완료,10000,230,2019-05-26 16:42:42,테이크아웃,
5118,완료,19000,308,2019-05-22 11:14:31,테이크아웃,
5119,완료,10500,239,2019-05-25 12:23:58,테이크아웃,
5120,완료,22500,132,2019-05-26 22:20:13,테이크아웃,
5121,취소,15000,277,2019-05-26 10:05:47,매장,
5122,완료,6000,334,2019-05-21 23:33:25,테이크아웃,
5123,완료,5000,215,2019-05-22 12:55:25,매장,
5124,완료,10500,,2019-05-25 23:17:22,테이크아웃,
5125,완료,7500,291,2019-05-26 07:38:12,테이크아웃,
5126,완료,20000,332,2019-05-22 08:03:57,매장,
5127,완료,3000,398,2019-05-21 14:33:19,테이크아웃,
5128,완료,9000,57,2019-05-21 12:07:33,테이크아웃,
5129,완료,4500,168,2019-05-23 16:55:05,테이크아웃,
5130,완료,12000,,2019-05-23 12:08:12,매장,
5131,완료,10500,364,2019-05-21 10:40:27,테이크아웃,
5132,완료,4000,371,2019-05-23 16:34:57,매장,
5133,완료,10000,,2019-05-26 06:45:53,테이크아웃,
5134,완료,8000,,2019-05-26 18:30:22,매장,
5135,완료,3000,354,2019-05-22 12:45:07,테이크아웃,
5136,완료,15000,127,2019-05-22 11:47:59,테이크아웃,
5137,완료,3000,237,2019-05-22 22:44:35,테이크아웃,
5138,완료,7000,226,2019-05-21 21:43:08,테이크아웃,
5139,완료,15000,,2019-05-21 06:54:13,테이크아웃,
5140,완료,3500,232,2019-05-25 13:32:30,매장,
5141,완료,16500,255,2019-05-22 16:10:47,매장,
5142,완료,8500,,2019-05-26 12:05:05,테이크아웃,
5143,완료,17000,132,2019-05-20 23:34:48,테이크아웃,
5144,완료,16000,,2019-05-22 21:30:33,테이크아웃,
5145,완료,4000,87,2019-05-21 16:01:55,테이크아웃,
5146,완료,1500,,2019-05-23 15:59:47,매장,
5147,완료,9000,,2019-05-25 12:42:19,매장,
5148,완료,4500,,2019-05-26 16:08:36,매장,
5149,완료,18500,399,2019-05-21 18:03:40,테이크아웃,
5150,완료,2500,,2019-05-25 14:30:00,테이크아웃,
5151,완료,8000,,2019-05-25 09:36:52,매장,
5152,완료,15000,54,2019-05-20 07:19:04,테이크아웃,
5153,완료,18000,77,2019-05-21 12:25:51,테이크아웃,
5154,완료,6000,400,2019-05-26 18:51:50,테이크아웃,
5155,완료,4000,401,2019-05-26 11:59:00,테이크아웃,
5156,완료,15000,,2019-05-22 14:16:34,매장,
5157,완료,7500,,2019-05-21 16:04:24,매장,
5158,완료,9000,,2019-05-21 14:01:44,테이크아웃,
5159,완료,13500,257,2019-05-26 10:07:30,매장,
5160,완료,28500,339,2019-05-25 11:27:39,테이크아웃,
5161,완료,7000,102,2019-05-23 22:38:12,테이크아웃,
5162,완료,12000,,2019-05-26 12:24:42,테이크아웃,
5163,완료,5000,28,2019-05-22 17:03:46,테이크아웃,
5164,완료,4000,,2019-05-25 15:34:56,테이크아웃,
5165,완료,28500,402,2019-05-26 15:25:51,테이크아웃,
5166,완료,4000,,2019-05-22 07:47:37,테이크아웃,
5167,취소,15000,,2019-05-25 20:00:54,테이크아웃,
5168,완료,24500,174,2019-05-23 07:38:26,테이크아웃,
5169,완료,7000,302,2019-05-26 12:28:18,매장,
5170,취소,5000,,2019-05-21 19:39:56,테이크아웃,
5171,완료,5500,,2019-05-22 16:16:24,테이크아웃,
5172,완료,9000,,2019-05-20 13:57:19,테이크아웃,
5173,완료,3000,314,2019-05-22 13:17:16,테이크아웃,
5174,완료,19000,,2019-05-26 06:59:51,테이크아웃,
5175,완료,10000,127,2019-05-23 07:42:37,테이크아웃,
5176,완료,16000,132,2019-05-23 20:31:43,테이크아웃,
5177,완료,15000,,2019-05-25 13:38:57,매장,
5178,완료,21500,133,2019-05-25 18:18:00,테이크아웃,
5179,완료,6000,47,2019-05-22 22:11:40,매장,
5180,완료,12000,,2019-05-22 23:39:45,테이크아웃,
5181,완료,12000,17,2019-05-26 21:35:26,테이크아웃,
5182,완료,4000,,2019-05-25 09:59:06,테이크아웃,
5183,완료,4500,298,2019-05-20 07:11:11,테이크아웃,
5184,완료,15000,,2019-05-21 12:25:57,테이크아웃,
5185,완료,32000,232,2019-05-25 22:27:10,테이크아웃,
5186,완료,12000,187,2019-05-20 16:37:15,테이크아웃,
5187,완료,1500,,2019-05-26 07:07:59,매장,
5188,완료,11000,28,2019-05-25 10:24:11,테이크아웃,
5189,완료,3500,245,2019-05-22 13:20:51,테이크아웃,
5190,완료,8000,2,2019-05-22 18:57:46,테이크아웃,
5191,완료,3000,291,2019-05-25 15:16:32,테이크아웃,
5192,완료,10000,403,2019-05-26 14:27:20,테이크아웃,
5193,완료,10000,17,2019-05-21 13:13:08,매장,
5194,완료,27500,296,2019-05-21 19:20:43,매장,
5195,완료,23000,84,2019-05-25 16:57:13,테이크아웃,
5196,완료,9000,135,2019-05-20 23:50:28,테이크아웃,
5197,완료,6000,143,2019-05-21 07:40:32,매장,
5198,완료,9000,361,2019-05-25 11:05:37,매장,
5199,완료,9000,,2019-05-22 13:41:25,테이크아웃,
5200,완료,4000,404,2019-05-26 19:18:50,테이크아웃,
5201,완료,2000,315,2019-05-21 21:16:09,테이크아웃,
5202,완료,6000,405,2019-05-22 22:21:07,테이크아웃,
5203,완료,6000,292,2019-05-20 13:04:21,테이크아웃,
5204,완료,4000,260,2019-05-26 06:48:33,테이크아웃,
5205,완료,11000,,2019-05-22 13:16:37,테이크아웃,
5206,완료,4000,37,2019-05-26 13:13:14,매장,
5207,완료,3000,,2019-05-21 13:11:17,테이크아웃,
5208,완료,14000,176,2019-05-21 11:23:41,매장,
5209,완료,9000,406,2019-05-20 08:30:12,매장,
5210,완료,12000,134,2019-05-25 16:09:21,매장,
5211,완료,3500,183,2019-05-23 15:07:38,테이크아웃,
5212,완료,15000,,2019-05-25 11:19:35,매장,
5213,완료,5500,199,2019-05-26 14:00:13,테이크아웃,
5214,완료,9000,,2019-05-25 15:25:27,테이크아웃,
5215,완료,10000,33,2019-05-26 14:06:20,테이크아웃,
5216,완료,5000,396,2019-05-22 12:53:42,테이크아웃,
5217,완료,12000,,2019-05-22 09:45:30,테이크아웃,
5218,완료,4000,97,2019-05-22 13:28:52,테이크아웃,
5219,완료,10500,,2019-05-25 15:28:36,테이크아웃,
5220,완료,5500,279,2019-05-26 14:17:40,매장,
5221,완료,11500,163,2019-05-23 23:59:09,테이크아웃,
5222,완료,8000,176,2019-05-25 12:33:26,테이크아웃,
5223,취소,8000,85,2019-05-26 19:30:58,테이크아웃,
5224,완료,16500,31,2019-05-23 15:21:13,매장,
5225,완료,5500,351,2019-05-20 06:56:41,테이크아웃,
5226,완료,13500,283,2019-05-22 10:41:29,매장,
5227,완료,4500,270,2019-05-23 11:52:07,테이크아웃,
5228,완료,15000,,2019-05-23 13:08:01,테이크아웃,
5229,완료,8000,214,2019-05-20 02:09:05,매장,
5230,완료,17500,,2019-05-20 08:07:59,테이크아웃,
5231,완료,12000,283,2019-05-21 12:25:10,테이크아웃,
5232,완료,8000,279,2019-05-20 21:47:06,테이크아웃,
5233,완료,4000,274,2019-05-26 06:00:43,매장,
5234,완료,8000,73,2019-05-25 14:04:13,테이크아웃,
5235,완료,2500,355,2019-05-23 15:43:08,매장,
5236,완료,5500,,2019-05-26 11:56:18,매장,
5237,완료,11000,226,2019-05-22 20:28:52,테이크아웃,
5238,완료,10500,218,2019-05-21 13:33:59,테이크아웃,
5239,완료,8000,207,2019-05-23 16:25:16,테이크아웃,
5240,완료,1500,83,2019-05-25 22:29:06,테이크아웃,
5241,완료,3000,138,2019-05-26 16:18:11,테이크아웃,
5242,완료,15000,299,2019-05-22 14:24:08,테이크아웃,
5243,완료,8000,228,2019-05-20 17:50:31,매장,
5244,완료,12000,213,2019-05-22 09:30:38,테이크아웃,
5245,완료,18000,407,2019-05-23 15:32:40,테이크아웃,
5246,완료,10000,236,2019-05-25 12:52:45,매장,
5247,완료,3000,290,2019-05-26 20:05:03,매장,
5248,완료,39000,,2019-05-20 11:32:02,테이크아웃,
5249,완료,12000,288,2019-05-20 19:43:01,테이크아웃,
5250,완료,10500,287,2019-05-26 12:32:58,매장,
5251,취소,2500,33,2019-05-23 23:41:04,매장,
5252,취소,4000,,2019-05-23 20:30:33,테이크아웃,
5253,완료,7500,,2019-05-25 15:56:40,테이크아웃,
5254,완료,27000,,2019-05-25 09:32:09,테이크아웃,
5255,완료,43500,107,2019-05-23 14:49:09,테이크아웃,
5256,완료,6000,,2019-05-26 16:39:42,매장,
5257,완료,4500,355,2019-05-21 22:02:53,테이크아웃,
5258,완료,3000,76,2019-05-26 17:46:32,테이크아웃,
5259,완료,16000,388,2019-05-26 16:17:38,테이크아웃,
5260,취소,1500,,2019-05-26 22:12:14,테이크아웃,
5261,완료,3000,408,2019-05-21 22:05:58,매장,
5262,완료,11000,,2019-05-20 11:59:18,테이크아웃,
5263,완료,6000,403,2019-05-25 21:37:58,테이크아웃,
5264,완료,3000,,2019-05-26 14:39:44,테이크아웃,
5265,완료,6000,379,2019-05-25 16:51:11,테이크아웃,
5266,완료,6000,,2019-05-22 14:34:51,테이크아웃,
5267,완료,12000,87,2019-05-26 08:25:33,테이크아웃,
5268,완료,7000,185,2019-05-22 07:39:13,테이크아웃,
5269,완료,1500,409,2019-05-21 21:46:28,테이크아웃,
5270,완료,3000,359,2019-05-25 10:16:22,테이크아웃,
5271,완료,18500,,2019-05-25 12:42:48,테이크아웃,
5272,완료,25500,,2019-05-26 18:44:12,테이크아웃,
5273,완료,20000,39,2019-05-22 13:06:10,테이크아웃,
5274,취소,8000,307,2019-05-26 08:48:26,매장,
5275,완료,3000,,2019-05-26 20:13:03,테이크아웃,
5276,완료,11000,345,2019-05-23 14:07:12,테이크아웃,
5277,완료,15000,125,2019-05-20 13:32:34,테이크아웃,
5278,완료,5000,,2019-05-21 11:13:09,테이크아웃,
5279,완료,40500,164,2019-05-22 06:15:28,매장,
5280,완료,25000,129,2019-05-23 15:12:27,테이크아웃,
5281,완료,7000,,2019-05-21 14:00:01,테이크아웃,
5282,완료,3500,52,2019-05-21 22:37:04,테이크아웃,
5283,완료,15000,300,2019-05-26 07:28:03,테이크아웃,
5284,완료,5000,,2019-05-26 13:17:36,테이크아웃,
5285,완료,10500,,2019-05-25 12:34:07,테이크아웃,
5286,완료,21500,,2019-05-23 14:13:08,매장,
5287,완료,3000,339,2019-05-23 16:44:11,매장,
5288,완료,12000,,2019-05-26 17:47:46,테이크아웃,
5289,완료,16500,181,2019-05-20 14:11:52,테이크아웃,
5290,취소,3000,,2019-05-22 12:01:07,테이크아웃,
5291,취소,5500,279,2019-05-21 10:27:01,매장,
5292,완료,12000,,2019-05-20 16:33:07,매장,
5293,완료,4000,,2019-05-21 12:41:48,매장,
5294,완료,4500,407,2019-05-22 19:19:10,테이크아웃,
5295,완료,4000,,2019-05-23 11:27:16,테이크아웃,
5296,완료,12000,410,2019-05-21 09:58:16,테이크아웃,
5297,완료,2000,141,2019-05-23 14:36:24,매장,
5298,완료,15000,,2019-05-26 13:07:56,테이크아웃,
5299,완료,21500,411,2019-05-26 11:18:31,매장,
5300,완료,12000,216,2019-05-21 06:49:29,테이크아웃,
5301,완료,4000,,2019-05-26 20:52:14,매장,
5302,완료,6000,105,2019-05-23 13:03:21,테이크아웃,
5303,완료,7000,196,2019-05-25 13:31:07,테이크아웃,
5304,완료,3000,89,2019-05-26 12:13:15,매장,
5305,완료,5000,331,2019-05-25 09:00:47,매장,
5306,완료,1500,,2019-05-25 13:39:06,테이크아웃,
5307,완료,8000,133,2019-05-20 06:31:08,매장,
5308,완료,4500,207,2019-05-21 23:56:09,테이크아웃,
5309,완료,11000,250,2019-05-20 10:24:44,테이크아웃,
5310,완료,16500,371,2019-05-20 15:34:21,매장,
5311,완료,10000,29,2019-05-23 12:20:59,테이크아웃,
5312,완료,4500,27,2019-05-22 09:16:21,테이크아웃,
5313,취소,1500,,2019-05-21 15:16:55,테이크아웃,
5314,완료,2500,,2019-05-25 16:47:46,테이크아웃,
5315,완료,16500,407,2019-05-22 15:19:41,테이크아웃,
5316,완료,23000,,2019-05-25 06:01:48,매장,
5317,완료,7500,,2019-05-23 18:50:52,테이크아웃,
5318,완료,10000,317,2019-05-26 12:22:46,매장,
5319,완료,16500,19,2019-05-26 13:23:11,테이크아웃,
5320,완료,4000,242,2019-05-22 16:45:51,테이크아웃,
5321,완료,11000,,2019-05-22 23:05:34,매장,
5322,취소,4000,197,2019-05-26 09:23:30,테이크아웃,
5323,완료,8000,,2019-05-26 23:15:15,테이크아웃,
5324,완료,25000,59,2019-05-26 08:32:26,테이크아웃,
5325,완료,4500,390,2019-05-26 16:00:46,매장,
5326,완료,4500,81,2019-05-23 15:47:10,매장,
5327,완료,8000,,2019-05-26 14:48:55,테이크아웃,
5328,완료,4500,154,2019-05-25 13:27:28,테이크아웃,
5329,완료,3000,209,2019-05-20 14:06:36,테이크아웃,
5330,완료,12500,315,2019-05-26 16:45:56,매장,
5331,완료,6500,320,2019-05-21 15:03:18,매장,
5332,완료,16500,,2019-05-21 16:50:26,테이크아웃,
5333,완료,4000,,2019-05-22 14:27:52,매장,
5334,완료,3500,201,2019-05-21 07:17:47,매장,
5335,완료,8000,273,2019-05-21 15:01:20,테이크아웃,
5336,완료,16500,152,2019-05-23 13:35:55,매장,
5337,완료,20500,412,2019-05-20 15:10:29,테이크아웃,
5338,완료,12000,37,2019-05-22 11:23:16,테이크아웃,
5339,완료,10500,144,2019-05-26 10:08:48,매장,
5340,취소,5000,153,2019-05-21 09:20:26,매장,
5341,완료,11000,164,2019-05-21 10:30:49,매장,
5342,완료,4000,350,2019-05-26 13:55:08,테이크아웃,
5343,완료,8000,,2019-05-22 20:48:33,테이크아웃,
5344,완료,4000,413,2019-05-26 19:01:11,테이크아웃,
5345,완료,5500,316,2019-05-26 14:26:31,매장,
5346,완료,32500,40,2019-05-26 14:28:16,테이크아웃,
5347,완료,14000,404,2019-05-22 09:01:09,테이크아웃,
5348,취소,12000,84,2019-05-23 13:57:26,테이크아웃,
5349,완료,9000,,2019-05-25 12:35:08,매장,
5350,완료,4500,12,2019-05-22 13:19:32,매장,
5351,완료,4000,317,2019-05-22 07:51:01,테이크아웃,
5352,완료,11000,324,2019-05-26 15:29:12,테이크아웃,
5353,완료,10000,35,2019-05-21 06:36:33,테이크아웃,
5354,완료,11000,,2019-05-25 23:00:30,테이크아웃,
5355,완료,4000,,2019-05-22 13:07:17,테이크아웃,
5356,완료,13500,333,2019-05-20 23:11:38,테이크아웃,
5357,완료,9000,,2019-05-23 12:09:29,테이크아웃,
5358,완료,5500,228,2019-05-22 13:14:04,테이크아웃,
5359,완료,4000,67,2019-05-23 21:37:20,테이크아웃,
5360,완료,12000,,2019-05-23 17:21:40,테이크아웃,
5361,완료,2000,,2019-05-26 15:56:08,테이크아웃,
5362,완료,5500,11,2019-05-25 20:51:21,매장,
5363,완료,8000,223,2019-05-23 07:25:36,테이크아웃,
5364,취소,4500,154,2019-05-26 12:10:29,매장,
5365,완료,4500,,2019-05-21 21:18:38,테이크아웃,
5366,완료,26500,185,2019-05-21 12:50:02,테이크아웃,
5367,완료,6000,,2019-05-26 13:51:43,매장,
5368,완료,10000,174,2019-05-25 23:43:40,테이크아웃,
5369,완료,26000,86,2019-05-26 15:46:29,테이크아웃,
5370,완료,3000,414,2019-05-26 14:29:08,테이크아웃,
5371,완료,12000,271,2019-05-25 15:58:54,테이크아웃,
5372,완료,43500,415,2019-05-26 14:53:18,매장,
5373,완료,17000,58,2019-05-20 13:27:23,테이크아웃,
5374,완료,15000,161,2019-05-23 12:36:31,테이크아웃,
5375,완료,15000,416,2019-05-25 17:00:37,매장,
5376,완료,12000,,2019-05-20 07:40:18,테이크아웃,
5377,완료,5000,20,2019-05-26 06:51:25,매장,
5378,취소,4500,,2019-05-26 17:19:05,테이크아웃,
5379,완료,7000,389,2019-05-26 22:03:51,매장,
5380,취소,22000,112,2019-05-22 13:31:38,테이크아웃,
5381,완료,6000,,2019-05-22 09:48:15,테이크아웃,
5382,완료,12000,253,2019-05-23 13:18:05,매장,
5383,완료,25000,216,2019-05-21 17:30:28,테이크아웃,
5384,완료,5000,,2019-05-20 06:40:32,테이크아웃,
5385,완료,11000,412,2019-05-23 10:32:46,테이크아웃,
5386,완료,4500,,2019-05-21 07:15:45,테이크아웃,
5387,완료,3000,297,2019-05-25 23:24:15,테이크아웃,
5388,완료,1500,417,2019-05-23 21:19:49,테이크아웃,
5389,완료,5000,,2019-05-22 11:51:29,테이크아웃,
5390,완료,29500,,2019-05-21 12:14:49,테이크아웃,
5391,완료,9000,258,2019-05-20 16:06:20,테이크아웃,
5392,완료,4000,47,2019-05-22 16:00:36,매장,
5393,완료,5500,229,2019-05-25 10:15:22,테이크아웃,
5394,완료,6000,,2019-05-22 23:52:54,매장,
5395,완료,1500,,2019-05-21 19:47:35,테이크아웃,
5396,완료,8000,,2019-05-21 14:01:18,테이크아웃,
